TIERSCHUTZ hier!;Aktion Partei für Tierschutz;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;neutral;0
Partei für schulmedizinische Verjüngungsforschung;Partei für schulmedizinische Verjüngungsforschung;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;neutral;0
BIG;Bündnis für Innovation & Gerechtigkeit;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;neutral;0
Bündnis C;Bündnis C - Christen für Deutschland;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme nicht zu;-1
PdH;Partei der Humanisten;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme nicht zu;-1
MENSCHLICHE WELT;Menschliche Welt - für das Wohl und Glücklichsein aller;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme zu;1
DKP;Deutsche Kommunistische Partei;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme nicht zu;-1
MLPD;Marxistisch-Leninistische Partei Deutschlands;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme nicht zu;-1
SGP;Sozialistische Gleichheitspartei, Vierte Internationale;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme nicht zu;-1
ABG;Aktion Bürger für Gerechtigkeit;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme nicht zu;-1
dieBasis;Basisdemokratische Partei Deutschland;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme nicht zu;-1
BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme zu;1
BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme nicht zu;-1
DAVA;Demokratische Allianz für Vielfalt und Aufbruch;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme nicht zu;-1
KLIMALISTE;Klimaliste Deutschland;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme nicht zu;-1
LETZTE GENERATION;Parlament aufmischen – Stimme der Letzten Generation;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme nicht zu;-1
PDV;Partei der Vernunft;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme zu;1
PdF;Partei des Fortschritts;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme nicht zu;-1
V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;11;Der Flugzeugtreibstoff Kerosin soll für Flüge in der EU steuerfrei sein.;stimme nicht zu;-1
CDU / CSU;Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme zu;1
GRÜNE;BÜNDNIS 90/DIE GRÜNEN;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme zu;1
SPD;Sozialdemokratische Partei Deutschlands;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme zu;1
AfD;Alternative für Deutschland;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
DIE LINKE;DIE LINKE;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
FDP;Freie Demokratische Partei;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme zu;1
Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
FREIE WÄHLER;FREIE WÄHLER;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme zu;1
Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;neutral;0
ÖDP;Ökologisch-Demokratische Partei - Die Naturschutzpartei;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme zu;1
FAMILIE;Familien-Partei Deutschlands;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme zu;1
Volt;Volt Deutschland;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme zu;1
PIRATEN;Piratenpartei Deutschland;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
MERA25;MERA25 - Gemeinsam für Europäische Unabhängigkeit;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
HEIMAT;Die Heimat;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
TIERSCHUTZ hier!;Aktion Partei für Tierschutz;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
Partei für schulmedizinische Verjüngungsforschung;Partei für schulmedizinische Verjüngungsforschung;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;neutral;0
BIG;Bündnis für Innovation & Gerechtigkeit;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme zu;1
Bündnis C;Bündnis C - Christen für Deutschland;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
PdH;Partei der Humanisten;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme zu;1
MENSCHLICHE WELT;Menschliche Welt - für das Wohl und Glücklichsein aller;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
DKP;Deutsche Kommunistische Partei;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
MLPD;Marxistisch-Leninistische Partei Deutschlands;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
SGP;Sozialistische Gleichheitspartei, Vierte Internationale;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
ABG;Aktion Bürger für Gerechtigkeit;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
dieBasis;Basisdemokratische Partei Deutschland;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme zu;1
BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;neutral;0
DAVA;Demokratische Allianz für Vielfalt und Aufbruch;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme zu;1
KLIMALISTE;Klimaliste Deutschland;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme zu;1
LETZTE GENERATION;Parlament aufmischen – Stimme der Letzten Generation;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
PDV;Partei der Vernunft;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme nicht zu;-1
PdF;Partei des Fortschritts;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme zu;1
V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;12;Die gemeinsame europäische Polizeibehörde Europol soll weitere Befugnisse erhalten.;stimme zu;1
CDU / CSU;Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme nicht zu;-1
GRÜNE;BÜNDNIS 90/DIE GRÜNEN;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
SPD;Sozialdemokratische Partei Deutschlands;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme nicht zu;-1
AfD;Alternative für Deutschland;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme nicht zu;-1
DIE LINKE;DIE LINKE;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
FDP;Freie Demokratische Partei;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme nicht zu;-1
Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
FREIE WÄHLER;FREIE WÄHLER;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
ÖDP;Ökologisch-Demokratische Partei - Die Naturschutzpartei;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
FAMILIE;Familien-Partei Deutschlands;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme nicht zu;-1
Volt;Volt Deutschland;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
PIRATEN;Piratenpartei Deutschland;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
MERA25;MERA25 - Gemeinsam für Europäische Unabhängigkeit;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
HEIMAT;Die Heimat;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme nicht zu;-1
TIERSCHUTZ hier!;Aktion Partei für Tierschutz;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme nicht zu;-1
Partei für schulmedizinische Verjüngungsforschung;Partei für schulmedizinische Verjüngungsforschung;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;neutral;0
BIG;Bündnis für Innovation & Gerechtigkeit;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
Bündnis C;Bündnis C - Christen für Deutschland;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme nicht zu;-1
PdH;Partei der Humanisten;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
MENSCHLICHE WELT;Menschliche Welt - für das Wohl und Glücklichsein aller;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;neutral;0
DKP;Deutsche Kommunistische Partei;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
MLPD;Marxistisch-Leninistische Partei Deutschlands;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
SGP;Sozialistische Gleichheitspartei, Vierte Internationale;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
ABG;Aktion Bürger für Gerechtigkeit;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme nicht zu;-1
dieBasis;Basisdemokratische Partei Deutschland;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme nicht zu;-1
BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme nicht zu;-1
BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
DAVA;Demokratische Allianz für Vielfalt und Aufbruch;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;neutral;0
KLIMALISTE;Klimaliste Deutschland;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
LETZTE GENERATION;Parlament aufmischen – Stimme der Letzten Generation;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
PDV;Partei der Vernunft;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme nicht zu;-1
PdF;Partei des Fortschritts;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;neutral;0
V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;13;Die EU soll länderübergreifende, mehrsprachige Angebote des öffentlich-rechtlichen Rundfunks stärker finanziell fördern.;stimme zu;1
CDU / CSU;Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
GRÜNE;BÜNDNIS 90/DIE GRÜNEN;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
SPD;Sozialdemokratische Partei Deutschlands;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
AfD;Alternative für Deutschland;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme zu;1
DIE LINKE;DIE LINKE;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
FDP;Freie Demokratische Partei;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
FREIE WÄHLER;FREIE WÄHLER;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
ÖDP;Ökologisch-Demokratische Partei - Die Naturschutzpartei;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
FAMILIE;Familien-Partei Deutschlands;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;neutral;0
Volt;Volt Deutschland;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
PIRATEN;Piratenpartei Deutschland;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
MERA25;MERA25 - Gemeinsam für Europäische Unabhängigkeit;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
HEIMAT;Die Heimat;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme zu;1
TIERSCHUTZ hier!;Aktion Partei für Tierschutz;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme zu;1
Partei für schulmedizinische Verjüngungsforschung;Partei für schulmedizinische Verjüngungsforschung;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;neutral;0
BIG;Bündnis für Innovation & Gerechtigkeit;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
Bündnis C;Bündnis C - Christen für Deutschland;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme zu;1
PdH;Partei der Humanisten;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
MENSCHLICHE WELT;Menschliche Welt - für das Wohl und Glücklichsein aller;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme zu;1
DKP;Deutsche Kommunistische Partei;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
MLPD;Marxistisch-Leninistische Partei Deutschlands;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
SGP;Sozialistische Gleichheitspartei, Vierte Internationale;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
ABG;Aktion Bürger für Gerechtigkeit;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme zu;1
dieBasis;Basisdemokratische Partei Deutschland;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme zu;1
BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;neutral;0
BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
DAVA;Demokratische Allianz für Vielfalt und Aufbruch;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
KLIMALISTE;Klimaliste Deutschland;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
LETZTE GENERATION;Parlament aufmischen – Stimme der Letzten Generation;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
PDV;Partei der Vernunft;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme zu;1
PdF;Partei des Fortschritts;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;14;Die EU soll das Ziel verwerfen, klimaneutral zu werden.;stimme nicht zu;-1
CDU / CSU;Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
GRÜNE;BÜNDNIS 90/DIE GRÜNEN;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme nicht zu;-1
SPD;Sozialdemokratische Partei Deutschlands;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme nicht zu;-1
AfD;Alternative für Deutschland;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
DIE LINKE;DIE LINKE;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme nicht zu;-1
FDP;Freie Demokratische Partei;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
FREIE WÄHLER;FREIE WÄHLER;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme nicht zu;-1
ÖDP;Ökologisch-Demokratische Partei - Die Naturschutzpartei;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
FAMILIE;Familien-Partei Deutschlands;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
Volt;Volt Deutschland;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme nicht zu;-1
PIRATEN;Piratenpartei Deutschland;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
MERA25;MERA25 - Gemeinsam für Europäische Unabhängigkeit;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme nicht zu;-1
HEIMAT;Die Heimat;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
TIERSCHUTZ hier!;Aktion Partei für Tierschutz;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
Partei für schulmedizinische Verjüngungsforschung;Partei für schulmedizinische Verjüngungsforschung;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;neutral;0
BIG;Bündnis für Innovation & Gerechtigkeit;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
Bündnis C;Bündnis C - Christen für Deutschland;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
PdH;Partei der Humanisten;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
MENSCHLICHE WELT;Menschliche Welt - für das Wohl und Glücklichsein aller;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
DKP;Deutsche Kommunistische Partei;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
MLPD;Marxistisch-Leninistische Partei Deutschlands;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;neutral;0
SGP;Sozialistische Gleichheitspartei, Vierte Internationale;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
ABG;Aktion Bürger für Gerechtigkeit;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
dieBasis;Basisdemokratische Partei Deutschland;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
DAVA;Demokratische Allianz für Vielfalt und Aufbruch;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
KLIMALISTE;Klimaliste Deutschland;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
LETZTE GENERATION;Parlament aufmischen – Stimme der Letzten Generation;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme nicht zu;-1
PDV;Partei der Vernunft;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
PdF;Partei des Fortschritts;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;15;Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.;stimme zu;1
CDU / CSU;Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.;16;Die EU soll Vorgaben für die Höhe der sozialen Grundsicherung in den Mitgliedstaaten machen.;stimme nicht zu;-1
GRÜNE;BÜNDNIS 90/DIE GRÜNEN;16;Die EU soll Vorgaben für die Höhe der sozialen Grundsicherung in den Mitgliedstaaten machen.;stimme zu;1
SPD;Sozialdemokratische Partei Deutschlands;16;Die EU soll Vorgaben für die Höhe der sozialen Grundsicherung in den Mitgliedstaaten machen.;stimme zu;1
AfD;Alternative für Deutschland;16;Die EU soll Vorgaben für die Höhe der sozialen Grundsicherung in den Mitgliedstaaten machen.;stimme nicht zu;-1
DIE LINKE;DIE LINKE;16;Die EU soll Vorgaben für die Höhe der sozialen Grundsicherung in den Mitgliedstaaten machen.;stimme zu;1
FDP;Freie Demokratische Partei;16;Die EU soll Vorgaben für die Höhe der sozialen Grundsicherung in den Mitgliedstaaten machen.;stimme nicht zu;-1
Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;16;Die EU soll Vorgaben für die Höhe der sozialen Grundsicherung in den Mitgliedstaaten machen.;stimme zu;1
