,,,,
Die EU soll den Anbau von weiteren gentechnisch veränderten Pflanzensorten erlauben.,,"Pro Argumente:

- Gentechnisch veränderte Pflanzen können höhere Erträge liefern und sind resistenter gegen Schädlinge und Krankheiten, was die Lebensmittelproduktion steigert und stabilisiert.
- Der Anbau von GV-Pflanzen kann den Einsatz von Pestiziden reduzieren, was gut für die Umwelt ist.
- Viele Länder außerhalb der EU bauen bereits großflächig GV-Pflanzen an, ohne dass es zu Gesundheits- oder Umweltkatastrophen gekommen wäre.
- Durch neue Gentechnik-Methoden können Pflanzen hergestellt werden, die keine Fremd-DNA mehr enthalten und damit den Bedenken vieler Kritiker entgegenwirken.

Contra Argumente:

- Gentechnisch veränderte Pflanzen können sich unkontrolliert ausbreiten und konventionelle und ökologische Kulturen verunreinigen, was für Landwirte und Imker ein großes Problem darstellt.
- Die langfristigen Auswirkungen des Verzehrs von GV-Pflanzen auf die menschliche Gesundheit sind nicht ausreichend erforscht.
- Insektenresistente GV-Pflanzen produzieren ständig Gifte, die sich im Boden und Gewässern anreichern und die dort lebenden Organismen schädigen können.
- Die Zulassungsverfahren für GV-Pflanzen sind nicht unabhängig genug, da die Studien überwiegend von den Gentechnik-Unternehmen selbst stammen.
- Viele EU-Länder haben sich als gentechnikfreie Regionen positioniert und wollen daran festhalten, auch bei neuen Gentechnik-Methoden.


Quellen:
[1] https://www.schule-und-gentechnik.de/wissen/themen/koexistenz
[2] https://meine-landwirtschaft.de/schwerpunkte/gentechnik/argumente-gegen-agro-gentechnik/
[3] https://www.topagrar.com/oesterreich/ackerbau/news/meinungen-ueber-eu-vorschlag-zu-neuer-gentechnik-sind-geteilt-13424844.html
[4] http://www.snf.ch/SiteCollectionDocuments/Programmsynthese_NFP59_D.pdf
[5] https://www.transgen.de/aktuell/2658.eu-zulassung-gentechnik-pflanzen.html",,
Geschlechtsspezifische Gewalt gegen Frauen soll europaweit als Asylgrund anerkannt werden.,,"Pro Argumente:
- Geschlechtsspezifische Gewalt wie häusliche Gewalt, Zwangssterilisation oder Genitalverstümmelung stellen schwere Menschenrechtsverletzungen dar, die Frauen in bestimmten Ländern drohen. Sie sollten daher als Asylgrund anerkannt werden, um Frauen effektiv zu schützen.
- Eine einheitliche europäische Anerkennung würde Frauen gleichen Zugang zu Schutz in der EU garantieren und Ungleichbehandlung zwischen Mitgliedsstaaten verhindern.
- Die Aufnahme in die Genfer Flüchtlingskonvention würde das Thema stärker in den Fokus rücken und Bewusstsein für geschlechtsspezifische Verfolgung schaffen.

Contra Argumente: 
- Die Umsetzung scheint rechtlich nicht eindeutig und könnte zu inkonsistenter Behandlung von Asylanträgen in den Mitgliedsstaaten führen.
- Einige Länder wie Ungarn und Polen zeigen starke Ablehnung gegenüber großzügiger Asylpolitik und würden eine Ausweitung der Gründe vermutlich ablehnen.
- Die Aufnahme in die Genfer Konvention wäre schwierig, da diese nur staatliche Verfolgung anerkennt. Geschlechtsspezifische Gewalt geht oft von Privatpersonen aus.

Quellen:
[1] https://cadmus.eui.eu/bitstream/handle/1814/75377/ASILE%20E-Book.pdf?isAllowed=y&sequence=7
[2] http://www.diva-portal.org/smash/get/diva2:1406322/FULLTEXT01.pdf
[3] https://euaa.europa.eu/sites/default/files/public/BZ0216138ENN.PDF
[4] https://library.oapen.org/bitstream/handle/20.500.12657/52064/1/9781000466133.pdf
[5] https://www.unhcr.org/sites/default/files/legacy-pdf/4c7b71039.pdf",,
"Urheberrechtlich geschützte Werke (z.B. Fotos, Musik, Literatur) sollen in der EU für nicht-kommerzielle Zwecke kostenlos verwendet werden dürfen.",,"Pro Argumente:
- Freie Nutzung von Werken für nicht-kommerzielle Zwecke wie Bildung, Forschung und Kultur fördert den Wissensaustausch und die Kreativität in der Gesellschaft.
- Viele Nutzer und Institutionen wie Bibliotheken und Universitäten plädieren für eine Reform des EU-Urheberrechts in diese Richtung.
- Eine Ausnahme für nicht-kommerzielle Nutzung könnte die Fragmentierung des EU-Binnenmarkts für Urheberrechte reduzieren und grenzüberschreitende Projekte wie E-Learning erleichtern.

Contra Argumente: 
- Urheber und Rechteinhaber wie Verlage und Produzenten befürworten tendenziell den Status quo und wollen ihre Vergütungsansprüche nicht schmälern lassen.
- Die Richtlinie zur Digitalen Einheit des Binnenmarkts (DSMR) von 2019 hat nur minimale Ausnahmen vom Territorialitätsprinzip geschaffen, das immer noch ein Haupthindernis für einen echten digitalen Binnenmarkt ist.
- Eine zu weitreichende Ausnahme für nicht-kommerzielle Nutzung könnte die Anreize für Urheber und Investoren in kreative Werke schwächen und so die Vielfalt des Kulturangebots gefährden.

Insgesamt zeigt sich, dass eine Ausweitung der Ausnahmen für nicht-kommerzielle Nutzung urheberrechtlich geschützter Werke in der EU umstritten ist und die Interessen von Urhebern, Rechteinhabern und Nutzern sorgfältig gegeneinander abgewogen werden müssen. Eine Reform des EU-Urheberrechts in diese Richtung erscheint aber durchaus diskussionswürdig, um den Wissens- und Kulturtransfer zu fördern, ohne die berechtigten Vergütungsansprüche der Kreativen zu untergraben.

Quellen:
[1] https://www.ivir.nl/publicaties/download/Harmonizing_European_Copyright_Law_chap1.pdf
[2] https://www.europarl.europa.eu/RegData/etudes/BRIE/2015/564380/EPRS_BRI%282015%29564380_EN.pdf
[3] https://sciencespo.hal.science/hal-03230170/document
[4] https://europeandme.eu/eu-copyright-directive-pro-con/
[5] https://www.researchgate.net/publication/228186530_Fair_Use_in_Europe_In_Search_of_Flexibilities",,
Die Sanktionen der EU gegen Russland sollen abgebaut werden.,,"Pro-Argumente:

- Die Sanktionen haben die russische Wirtschaft zwar geschwächt, aber nicht zu einem Kurswechsel Moskaus im Ukraine-Krieg geführt. Ein Abbau könnte die Beziehungen zwischen der EU und Russland verbessern.
- Viele europäische Unternehmen leiden unter den Sanktionen und den Gegensanktionen Russlands. Ein Abbau würde die wirtschaftlichen Folgen für die EU abmildern.
- Ohne Fortschritte bei der Umsetzung der Minsker Vereinbarungen zur Beilegung des Ukraine-Konflikts ist unklar, wann die Sanktionen aufgehoben werden könnten. Ein Abbau wäre ein Signal des guten Willens.

Contra-Argumente:

- Die Sanktionen sind eine wichtige Druckmittel, um Russland zur Beendigung seines Angriffskriegs gegen die Ukraine zu bewegen. Ein Abbau würde den Druck auf Moskau verringern.
- Die Sanktionen treffen die russische Wirtschaft und das Regime hart. Ein Abbau würde Russland stärken und seine Fähigkeit zum Krieg nicht beeinträchtigen.
- Die EU hat deutlich gemacht, dass die Sanktionen erst aufgehoben werden, wenn Russland die Minsker Vereinbarungen vollständig umsetzt. Ein einseitiger Abbau wäre ein Gesichtsverlust für die EU.

Insgesamt überwiegen die Argumente gegen einen Abbau der Sanktionen. Die Strafmaßnahmen sind ein wichtiges Instrument, um Russland zu einem Kurswechsel in der Ukraine zu bewegen. Ein Abbau würde den Druck auf Moskau verringern, ohne dass Gegenleistungen Russlands stehen. Die EU sollte an den Sanktionen festhalten, bis es echte Fortschritte bei der Umsetzung der Minsker Vereinbarungen gibt.

Quellen:
[1] https://www.consilium.europa.eu/en/policies/sanctions-against-russia/
[2] https://www.consilium.europa.eu/en/policies/sanctions-against-russia/sanctions-against-russia-explained/
[3] https://www.aljazeera.com/news/2024/2/21/eu-approves-new-sanctions-against-russia-over-ukraine-war
[4] https://apnews.com/article/european-union-sanctions-russia-ukraine-war-bf29f9626afbd0aa9abc0e2634e3cab3
[5] https://www.euronews.com/my-europe/2024/02/21/eu-agrees-new-sanctions-on-russia-blacklisting-companies-in-mainland-china-for-the-first-t",,
"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",,"Pro Argumente:
- Studierende aus finanziell schwächeren Familien haben oft weniger Möglichkeiten für Auslandsaufenthalte. Eine höhere Förderung würde die Chancengleichheit erhöhen.
- Ein Auslandssemester bringt viele Vorteile wie Sprachkenntnisse, interkulturelle Kompetenzen und persönliches Wachstum. Diese Erfahrungen sollten allen Studierenden offenstehen, unabhängig ihrer finanziellen Situation.
- Durch die zusätzliche Förderung könnten mehr Studierende aus ärmeren Verhältnissen am Erasmus+ Programm teilnehmen. Dies würde die Diversität und den interkulturellen Austausch in den Gastuniversitäten steigern.

Contra Argumente:
- Eine höhere Förderung für eine bestimmte Gruppe könnte als unfair empfunden werden, da alle Studierenden die gleichen Chancen haben sollten.
- Der finanzielle Status eines Studierenden ist nicht immer leicht zu beurteilen. Kriterien für eine Zusatzförderung wären schwierig zu definieren und zu überprüfen.
- Die Mittel für Erasmus+ sind begrenzt. Mehr Förderung für eine Gruppe würde bedeuten, dass insgesamt weniger Studierende gefördert werden könnten.
Quellen:
[1] https://www.stipendium.ch/erasmus-stipendien/
[2] https://www.fu-berlin.de/studium/international/studium_ausland/erasmus/Erasmus__FAQs/Finanzielles/9.html
[3] https://erasmus-plus.ec.europa.eu/de/opportunities/opportunities-for-individuals/students/studying-abroad
[4] https://eu.daad.de/infos-fuer-einzelpersonen/foerderung-fuer-studierende-und-graduierte/auslandsstudium/de/46246-studium-im-ausland-in-erasmus-programmlaendern/
[5] https://www.int.uzh.ch/de/out/finance.html",,
Die EU soll Atomkraft weiterhin als nachhaltige Energiequelle einstufen.,,"Die EU-Kommission hat entschieden, Atomkraft und Erdgas unter bestimmten Bedingungen als nachhaltige Übergangstechnologien in die EU-Taxonomie aufzunehmen. Trotz Kritik aus einigen Mitgliedsländern und von Umweltorganisationen bleibt sie bei diesem Vorschlag. Auch das EU-Parlament hat die Einstufung von Gas und Atom als nachhaltig gebilligt. Hier sind die wichtigsten Argumente dafür und dagegen:

Pro Argumente:
- Atomkraftwerke stoßen bei der Stromerzeugung selbst kaum Treibhausgase aus und könnten so zum Klimaschutz beitragen.
- Atomkraft ist eine Übergangstechnologie, bis erneuerbare Energien den Strombedarf vollständig decken können.
- Einige Länder sehen Atomkraft als wichtigen Beitrag zur Erreichung der Klimaziele.

Contra Argumente:
- Atomkraft ist eine hochriskante Technologie mit unkalkulierbaren Gefahren, wie Tschernobyl und Fukushima gezeigt haben.
- Die Endlagerung des radioaktiven Atommülls ist bis heute ungeklärt und stellt eine Hypothek für zukünftige Generationen dar.
- Atomkraft ist eine subventionsabhängige Technologie, die ohne staatliche Hilfen nicht wirtschaftlich wäre.
- Der gesamte Lebenszyklus von Atomkraft, inklusive Uranabbau und Rückbau, ist nicht CO2-neutral.
- Atomkraft ist viel zu teuer im Vergleich zu erneuerbaren Energien.


Quellen:
[1] https://www.bund-naturschutz.de/energiewende/atomausstieg/faq-atomenergie
[2] https://www.wwf.de/themen-projekte/klimaschutz/klimaschutz-europa/eu-taxonomie-atomkraft-und-erdgas-ploetzlich-nachhaltig
[3] https://www.boeckler.de/de/magazin-mitbestimmung-2744-ist-atomenergie-ein-totes-pferd-52507.htm
[4] https://www.bund-bawue.de/mensch-umwelt/atomkraft/atomkraft-und-klimaschutz/
[5] https://www.deutschlandfunk.de/eu-taxonomie-nachhaltigkeit-atomkraft-gas-100.html",,
Die Einwanderung von Fachkräften in die EU soll vereinfacht werden.,,"Pro Argumente:
- Die EU-Kommission plant Vorschläge, um die Überprüfung von Abschlüssen aus Drittländern zu erleichtern und einen EU-Talentpool zu schaffen, um den Fachkräftemangel zu bekämpfen.
- Viele Migranten sind für ihre Jobs überqualifiziert, während europäische Arbeitgeber Schwierigkeiten haben, Menschen mit den benötigten Fähigkeiten zu finden. Eine Vereinfachung der Qualifikationsverfahren und die Nutzung der Fähigkeiten von Migranten und Flüchtlingen, die sich bereits in der EU aufhalten, könnte dem Fachkräftemangel entgegenwirken.
- Zuwanderung bringt Unternehmen dringend benötigte Fachkräfte und kann den wirtschaftlichen Aufstieg fördern, wie das Beispiel der Gastarbeiter in den 1950er-60er Jahren in Deutschland zeigt.

Contra Argumente:
- Eine engstirnige Politik, die sich ausschließlich auf die Anwerbung von Fachkräften von außerhalb der EU konzentriert, wird nicht funktionieren, wenn die Mitgliedstaaten nicht zuerst eine den Migranten gegenüber gastfreundliche Gemeinschaft schaffen.
- Die Nichtanerkennung von Qualifikationen aus Drittländern hindert Europa daran, sein großes Arbeitsmarktpotenzial zu nutzen. Allerdings wird die Vereinfachung der Anerkennung nicht einfach sein, da selbst innerhalb der EU Probleme bei der gegenseitigen Anerkennung von Qualifikationen die Mobilität der Arbeitskräfte erschweren.
- Eine Zuwanderung von Wenigqualifizierten führt tendenziell zu einer Konkurrenzierung von Inländern mit geringer Qualifikation auf dem Arbeitsmarkt. Viel hängt auch von der Konjunkturlage ab - bei hoher Arbeitslosigkeit ist der Verdrängungseffekt größer.

Quellen:
[1] https://www.euractiv.de/section/binnenmarkt-und-wettbewerb/news/fachkraeftemangel-durch-einwanderung-was-macht-die-eu/
[2] https://www.parlament.ch/centers/documents/de/argumentarien-contra-d.pdf
[3] https://www.wirtschaftsdienst.eu/inhalt/jahr/2014/heft/3/beitrag/zuwanderung-nach-deutschland-problem-und-chance-fuer-den-arbeitsmarkt.html
[4] https://www.br.de/extra/respekt/zuwanderung-migration-einwanderung-102.html
[5] https://www.tagesanzeiger.ch/welche-vor-und-nachteile-migration-mit-sich-bringt-400754724111",,
Die Beteiligung außereuropäischer Investoren an Unternehmen im Bereich kritischer Infrastruktur soll in der EU stärker beschränkt werden.,,"Pro Argumente:
- Kritische Infrastruktur wie Energie, Telekommunikation oder Verkehr ist von strategischer Bedeutung für die EU. Eine Kontrolle durch außereuropäische Investoren könnte die Versorgungssicherheit gefährden.
- Investitionen aus Nicht-EU-Staaten könnten genutzt werden, um Einfluss auf politische Entscheidungen zu nehmen. Stärkere Beschränkungen schützen die Souveränität der EU.
- Außereuropäische Investoren unterliegen oft anderen Regeln und Interessen als europäische Unternehmen. Beschränkungen stellen die Gleichbehandlung sicher.

Contra Argumente:
- Investitionen von außerhalb der EU sind wichtig für Wachstum und Innovationen. Zu starke Beschränkungen könnten abschreckend wirken.
- Viele Unternehmen in kritischen Sektoren sind auf ausländisches Kapital angewiesen. Zu restriktive Regeln erschweren die Finanzierung.
- Reziprozität ist wichtig: Wenn die EU Investoren beschränkt, könnten andere Staaten dies auch tun und europäische Unternehmen benachteiligen.

Quellen:
[1] https://www.bmwk.de/Redaktion/DE/Publikationen/Studien/machbarkeitsstudie-bilaterale-schieds-und-investitionsgerichte.pdf?__blob=publicationFile&v=10
[2] https://www.zora.uzh.ch/id/eprint/193359/1/Schweiz-Europaeische-Union-V1_04-20201002-digital.pdf
[3] https://www.bmwk.de/Redaktion/DE/Publikationen/Studien/studie-wettbewerb-und-nachhaltigkeit.pdf?__blob=publicationFile&v=2
[4] https://www.ifo.de/DocDL/ifosd_2015_07_1.pdf
[5] https://www.wirtschaftsdienst.eu/inhalt/jahr/2012/heft/6/beitrag/wege-zu-einer-staerkeren-trennung-von-investment-und-geschaeftsbanking.html",,
Der Präsident bzw. die Präsidentin der Europäischen Kommission soll von den Bürgerinnen und Bürgern direkt gewählt werden.,,"Pro-Argumente:

- Eine direkte Wahl würde die Legitimität und Rechenschaftspflicht des Kommissionspräsidenten stärken, da er direkt vom Volk gewählt und nicht nur von den Staats- und Regierungschefs ernannt würde.
- Durch eine direkte Wahl würde die Rolle des Europäischen Parlaments gestärkt, da der Kommissionspräsident vom Parlament bestätigt werden müsste und diesem gegenüber verantwortlich wäre.
- Eine direkte Wahl könnte das Interesse und die Beteiligung der Bürger an Europawahlen erhöhen, da die Wahl des Kommissionspräsidenten eine größere Bedeutung hätte.

Contra-Argumente:

- Eine direkte Wahl des Kommissionspräsidenten würde die Rolle der Mitgliedsstaaten schwächen und ihre Souveränität einschränken, da sie nicht mehr allein über die Besetzung des Amtes entscheiden könnten.
- Es besteht die Gefahr, dass der Kommissionspräsident zu sehr von Stimmungen und Populismus getrieben wäre, wenn er direkt vom Volk gewählt würde.
- Eine direkte Wahl würde die Kommission zu sehr in die Nähe einer Regierung rücken und ihre Rolle als unabhängige Hüterin der Verträge infrage stellen.
Quellen:
 Wessels, Wolfgang. ""The European Council, the Council and the European Council: Different Actors, Different Logics."" Journal of European Integration 38.5 (2016): 587-603.
 Hix, Simon. ""Why the EU needs (left-right) politics? Policy reform and accountability are impossible without it."" A Constitution for the European Union (2003): 87-101.
 Follesdal, Andreas, and Simon Hix. ""Why there is a democratic deficit in the EU: A response to Majone and Moravcsik."" JCMS: Journal of Common Market Studies 44.3 (2006): 533-562.",,
In der EU sollen Unternehmen mehr für den Ausstoß von CO₂ zahlen müssen.,,"Pro Argumente:
- Eine höhere CO₂-Bepreisung schafft finanzielle Anreize für Unternehmen, klimafreundlichere Technologien einzusetzen und Emissionen zu senken. Je höher der CO₂-Preis, desto attraktiver werden Investitionen in Dekarbonisierung.
- Durch die Einnahmen aus der CO₂-Bepreisung können Regierungen Klimaschutzmaßnahmen und Ausgleichszahlungen für Bürger finanzieren. So werden die Kosten der Energiewende gerechter verteilt.
- Eine EU-weite CO₂-Bepreisung verhindert Wettbewerbsverzerrungen zwischen Ländern mit unterschiedlichen CO₂-Preisen und schützt die europäische Industrie vor Verlagerung in Länder mit laxeren Klimaregeln.

Contra Argumente:
- Höhere Produktionskosten durch die CO₂-Bepreisung schwächen die Wettbewerbsfähigkeit energieintensiver Unternehmen auf dem Weltmarkt, wenn nicht alle Handelspartner ähnliche Systeme einführen.
- Kleine und mittlere Unternehmen haben oft weniger Möglichkeiten, Emissionen zu reduzieren und tragen eine unverhältnismäßig hohe Belastung.
- Die Bürokratie und Nachweispflichten für Importeure im geplanten CO₂-Grenzausgleichssystem (CBAM) sind sehr komplex und aufwendig.


Quellen:
[1] https://industriemagazin.at/artikel/in-elf-laendern-europas-gibt-es-schon-eine-co2-abgabe/
[2] https://www.deutschlandfunk.de/klimazoll-co2-grenzausgleichssystem-cbam-eu-100.html
[3] https://www.europarl.europa.eu/topics/de/article/20180305STO99003/reduktion-von-co2-emissionen-ziele-und-massnahmen-der-eu
[4] https://www.tagesschau.de/wissen/klima/co2-zertifikate-100.html
[5] https://www.tagesspiegel.de/internationales/eu-einigt-sich-verbraucher-und-unternehmen-sollen-haufiger-fur-co2-ausstoss-bezahlen-9053422.html",,
Asylbewerberinnen und -bewerber sollen ihren Antrag vor Überschreiten der EU-Außengrenze stellen müssen und dort auf das Ergebnis warten.,,"Pro Argumente:
- Schnellere Asylentscheidungen an den EU-Außengrenzen innerhalb von 12 Wochen könnten die Belastung der Mitgliedsstaaten reduzieren.
- Personen mit geringen Erfolgsaussichten auf Asyl (unter 20% Anerkennungsquote) würden erst gar nicht in die EU einreisen, sondern direkt an der Grenze abgelehnt und abgeschoben.
- Die Identität der Asylsuchenden könnte direkt bei Ankunft erfasst werden, um Mehrfachanträge in verschiedenen Ländern zu verhindern.

Contra Argumente:
- Familien mit Kindern und unbegleitete Minderjährige sollten nicht den Grenzverfahren unterworfen werden, außer sie stellen ein Sicherheitsrisiko dar.
- Asylsuchende müssen in den Grenzeinrichtungen angemessene Aufnahmebedingungen geboten bekommen.
- Kostenlose Rechtsberatung muss in allen Verwaltungsverfahren zur Verfügung stehen.
- Es besteht die Gefahr, dass die Grenzeinrichtungen überfüllt und die Bedingungen katastrophal werden, ähnlich wie im Lager Moria.
- Die Grundprobleme wie die Überlastung der Grenzstaaten bleiben bestehen oder verschärfen sich sogar noch.

Insgesamt scheint die Reform darauf abzuzielen, die Zahl der Asylanträge zu reduzieren und die Verantwortung auf die Außengrenzstaaten zu verlagern. Kritiker befürchten jedoch Menschenrechtsverletzungen und eine weitere Überforderung der Grenzregionen.

Quellen:
[1] https://www.europarl.europa.eu/topics/de/article/20170627STO78419/bekampfung-der-irregularen-migration-besserer-eu-grenzschutz
[2] https://www.tagesschau.de/ausland/europa/faq-asylverfahren-eu-100.html
[3] https://www.tagesschau.de/ausland/europa/eu-asylreform-faq-102.html
[4] https://www.amnesty.ch/de/themen/menschenrechte/einfuehrung-menschenrechte/fluechtlingsrecht
[5] https://www.mdr.de/nachrichten/welt/politik/asyl-eu-einigung-grenzverfahren-100.html",,
Die EU soll weiterhin in gemeinsame europäische Rüstungsprojekte investieren.,,"Pro Argumente:
- Gemeinsame Rüstungsprojekte stärken die europäische Rüstungsindustrie und machen die EU unabhängiger von Importen, insbesondere aus den USA. Dies ist eine wichtige Konsequenz aus dem Ukraine-Krieg.
- Die EU-Kommission will finanzielle Anreize für Zusammenarbeit bei Rüstungsprojekten schaffen. Ziel ist es, bis 2030 40% der Ausrüstung durch solche Kooperation zu beschaffen.
- Auch die Ukraine soll als Nicht-Mitglied von den gemeinsamen Beschaffungsprogrammen profitieren können.

Contra Argumente:
- Die Finanzierung der Strategie ist mit 1,5 Mrd. Euro in 3 Jahren sehr begrenzt[1]. Die Mitgliedstaaten bleiben für Verteidigungspolitik zuständig und wollen keine Parallelstrukturen zur NATO aufbauen.
- Ein gemeinsamer Rüstungsmarkt in der EU ist schwierig, da die Staaten unterschiedliche verteidigungspolitische Interessen haben[1]. Auch Großbritannien und Japan sollten einbezogen werden.
- Kurzfristig kann eine Stärkung der europäischen Rüstungsproduktion zu Lasten ausländischer Anbieter gehen. Mittelfristig macht eine Unabhängigkeit aber Sinn.

Quellen:
[1] https://www.faz.net/aktuell/wirtschaft/eu-ruestung-die-gemeinsame-waffenbeschaffung-hat-nebenwirkungen-19615647.html
[2] https://www.srf.ch/news/international/sicherheit-der-eu-ruestungsindustrie-in-der-eu-soll-staerker-und-unabhaengiger-werden
[3] https://eur-lex.europa.eu/legal-content/IT/TXT/PDF/?from=EN&uri=OJ%3AJOC_2013_118_E_0001_01
[4] https://www.vtg.admin.ch/content/vtg-internet/de/aktuell/publikationen/stratos/zeitschriften/_jcr_content/contentPar/downloadlist_copy_92/downloadItems/35_1623752560342.download/80_244_stratos_2-21_web.pdf
[5] https://www.hss.de/download/publications/AA_80__Corona__deutsch-englisch.PDF",,
Das Europäische Parlament soll weiterhin eine zentrale Rolle in der EU spielen.,,"Pro Argumente:
- Das Europäische Parlament ist das einzige direkt von den Bürgerinnen und Bürgern gewählte Organ der EU und verleiht der EU so demokratische Legitimität.
- Das Parlament hat im Laufe der Zeit seine Rechte im politischen System der EU schrittweise ausgebaut und spielt eine wichtige Rolle bei der Gesetzgebung, Kontrolle und dem Haushalt der EU.
- Ohne die Zustimmung des Parlaments können wichtige Entscheidungen wie EU-Beitritte oder die Ernennung der EU-Kommission nicht getroffen werden.
- Das Parlament vertritt die Interessen der Bürgerinnen und Bürger auf EU-Ebene und ermöglicht ihnen über Petitionen und ihre Abgeordneten Einfluss auf die EU-Politik zu nehmen.
Contra Argumente:

- Die Rechte des Parlaments wurden zwar ausgebaut, es hat aber immer noch weniger Befugnisse als nationale Parlamente und ist in manchen Bereichen nur beratend tätig.
- Die Wahlbeteiligung bei Europawahlen ist oft relativ gering, was die demokratische Legitimität des Parlaments schwächt.
- Die Abgeordneten vertreten oft nationale Interessen und es ist schwierig, eine gesamteuropäische Perspektive zu entwickeln.
- Das Parlament sitzt an verschiedenen Orten (Straßburg, Brüssel, Luxemburg), was ineffizient und kostspielig ist.


Quellen:
[1] https://www.europaimunterricht.de/eu-parlament
[2] https://de.wikipedia.org/wiki/Europ%C3%A4isches_Parlament
[3] https://www.europarl.europa.eu/factsheets/de/sheet/19/das-europaische-parlament-befugnisse
[4] https://www.hanisauland.de/wissen/lexikon/grosses-lexikon/e/eu-parlament.html
[5] https://european-union.europa.eu/institutions-law-budget/institutions-and-bodies/search-all-eu-institutions-and-bodies/european-parliament_de",,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Fahrzeuge mit Verbrennungsmotoren sollen auch nach 2035 in der EU neu zugelassen werden können.,,"## Argumente für eine Zulassung von Verbrennungsmotoren nach 2035

- Verbrennungsmotoren sind eine bewährte und funktionierende Technologie, in der europäische Hersteller weltweit führend sind. Es wäre widersinnig, diese Technologie stillzulegen und anderen Ländern zu überlassen[2].

- Synthetische Kraftstoffe (E-Fuels) könnten eine Ausnahme vom Verbrenner-Verbot ermöglichen, da sie als CO2-neutral gelten. Bis 2024 soll geklärt werden, wie genau diese Ausnahmen geregelt werden[3].

- Weltweit wird Diesel und Benzin auch nach 2035 noch eine größere Rolle spielen. Deshalb dürfte das Angebot an Ersatzteilen für Verbrenner zunächst unproblematisch bleiben[4].

## Argumente gegen eine Zulassung von Verbrennungsmotoren nach 2035

- Ab 2035 dürfen in der EU nur noch Fahrzeuge neu zugelassen werden, die keine Treibhausgase ausstoßen. Das beschlossene Verbrenner-Verbot ist Teil der EU-Strategie, bis 2050 Klimaneutralität zu erreichen[1][2].

- Schon bis 2030 soll der CO2-Ausstoß im Pkw-Verkehr um 55% gesenkt werden. Dafür reichen bisherige Maßnahmen nicht aus, daher hat die EU das Gesetz zur Verschärfung der CO2-Flottenziele für Neuwagen beschlossen[4].

- In städtischen Regionen könnten schärfere Richtlinien zur Luftreinhaltung die Nachfrage nach älteren Verbrennern senken. Inwieweit dies durch Nachfrage in anderen Regionen aufgefangen wird, bleibt abzuwarten[4].

Insgesamt überwiegen die Argumente gegen eine Zulassung von Verbrennungsmotoren nach 2035, da diese nicht mit den EU-Klimazielen vereinbar wären. Allerdings könnte eine Ausnahme für E-Fuels eine Kompromisslösung darstellen, die noch ausgearbeitet wird.

Citations:
[1] https://www.swissinfo.ch/ger/wirtschaft/diesel-benzin-verbot-eu-2035-schweiz_auch-in-der-schweiz-werden-autos-mit-verbrenner-verschwinden/47681432
[2] https://www.autobild.de/artikel/eu-verbrenner-verbot-2035-4423028.html
[3] https://www.auto-motor-und-sport.de/verkehr/eu-klimaziel-plan-fit-for-55-kein-verbrenner-aus-e-fuel/
[4] https://www.adac.de/news/aus-fuer-verbrenner-ab-2035/
[5] https://www.srf.ch/news/wirtschaft/definitiver-verkaufs-stopp-eu-verbietet-ab-2035-den-verkauf-von-verbrenner-autos",,
